month,people
2011/1/1,123349
2011/1/6,122651
2011/1/11,124798
2011/1/16,123719
2011/1/21,123353
2011/1/26,123491
2011/1/31,124585
2011/2/5,124035
2011/2/10,122873
2011/2/15,122083
2011/2/20,122045
2011/2/25,121792
2011/3/2,121933
2011/3/7,121224
2011/3/12,121432
2011/3/17,120966
2011/3/22,120793
2011/3/27,120911
2011/4/1,121014
2011/4/6,121144
2011/4/11,120932
2011/4/16,120287
2011/4/21,119356
2011/4/26,119387
2011/5/1,119537
2011/5/6,118564
2011/5/11,118549
2011/5/16,118438
2011/5/21,118765
2011/5/26,119525
2011/5/31,120406
2011/6/5,120733
2011/6/10,120556
2011/6/15,120092
2011/6/20,120724
2011/6/25,121433
2011/6/30,122080
2011/7/5,120976
2011/7/10,121802
2011/7/15,121398
2011/7/20,121418
2011/7/25,121143
2011/7/30,121629
2011/8/4,120805
2011/8/9,120570
2011/8/14,120403
2011/8/19,120250
2011/8/24,121012
2011/8/29,120931
2011/9/3,119482
2011/9/8,119819
2011/9/13,119781
2011/9/18,120181
2011/9/23,120409
2011/9/28,121136
2011/10/3,120940
2011/10/8,120657
2011/10/13,120563
2011/10/18,119909
2011/10/23,120415
2011/10/28,120472
2011/11/2,120016
2011/11/7,119920
2011/11/12,119547
2011/11/17,119919
2011/11/22,119517
2011/11/27,119577
2011/12/2,119408
2011/12/7,118796
2011/12/12,118505
2011/12/17,118594
2011/12/22,118566
2011/12/27,118115
2012/1/1,118322
2012/1/6,119277
2012/1/11,119602
2012/1/16,119279
2012/1/21,120244
2012/1/26,120874
2012/1/31,121130
2012/2/5,120764
2012/2/10,120792
2012/2/15,121016
2012/2/20,121191
2012/2/25,121822
2012/3/1,121562
2012/3/6,122245
2012/3/11,122414
2012/3/16,122435
2012/3/21,122365
2012/3/26,122937
2012/3/31,123227
2012/4/5,123185
2012/4/10,123635
2012/4/15,124316
2012/4/20,124138
2012/4/25,124221
2012/4/30,124438
2012/5/5,124454
2012/5/10,124713
2012/5/15,124627
2012/5/20,124220
2012/5/25,124338
2012/5/30,124417
2012/6/4,124047
2012/6/9,124081
2012/6/14,124325
2012/6/19,125052
2012/6/24,124843
2012/6/29,124848
2012/7/4,125190
2012/7/9,124648
2012/7/14,124308
2012/7/19,124179
2012/7/24,124519
2012/7/29,124465
2012/8/3,124502
2012/8/8,124648
2012/8/13,124871
2012/8/18,124549
2012/8/23,125502
2012/8/28,125108
2012/9/2,125297
2012/9/7,125312
2012/9/12,125026
2012/9/17,124877
2012/9/22,125422
2012/9/27,125751
2012/10/2,126148
2012/10/7,125786
2012/10/12,125563
2012/10/17,124971
