month,people
2011/1/1,207460
2011/1/6,208860
2011/1/11,211455
2011/1/16,212325
2011/1/21,214477
2011/1/26,216154
2011/1/31,218214
2011/2/5,218763
2011/2/10,216715
2011/2/15,217533
2011/2/20,217313
2011/2/25,217585
2011/3/2,217174
2011/3/7,217246
2011/3/12,217457
2011/3/17,217750
2011/3/22,217633
2011/3/27,217611
2011/4/1,219241
2011/4/6,219896
2011/4/11,218823
2011/4/16,217808
2011/4/21,216587
2011/4/26,216108
2011/5/1,216255
2011/5/6,215865
2011/5/11,215609
2011/5/16,215798
2011/5/21,215958
2011/5/26,215232
2011/5/31,216077
2011/6/5,215644
2011/6/10,215271
2011/6/15,215893
2011/6/20,216618
2011/6/25,216623
2011/6/30,216832
2011/7/5,216691
2011/7/10,216571
2011/7/15,217157
2011/7/20,218274
2011/7/25,218789
2011/7/30,220583
2011/8/4,220465
2011/8/9,220955
2011/8/14,221300
2011/8/19,221073
2011/8/24,220790
2011/8/29,221239
2011/9/3,220106
2011/9/8,221071
2011/9/13,220944
2011/9/18,220487
2011/9/23,219663
2011/9/28,220138
2011/10/3,219306
2011/10/8,219014
2011/10/13,218463
2011/10/18,218739
2011/10/23,218157
2011/10/28,217980
2011/11/2,216892
2011/11/7,216502
2011/11/12,215847
2011/11/17,215823
2011/11/22,215965
2011/11/27,216372
2011/12/2,216851
2011/12/7,217015
2011/12/12,217715
2011/12/17,218832
2011/12/22,219389
2011/12/27,219610
2012/1/1,218950
2012/1/6,218491
2012/1/11,218263
2012/1/16,219037
2012/1/21,219812
2012/1/26,221088
2012/1/31,220653
2012/2/5,220690
2012/2/10,220053
2012/2/15,220533
2012/2/20,220674
2012/2/25,220785
2012/3/1,219859
2012/3/6,220111
2012/3/11,219276
2012/3/16,220537
2012/3/21,220102
2012/3/26,221215
2012/3/31,220324
2012/4/5,219247
2012/4/10,219787
2012/4/15,221202
2012/4/20,221677
2012/4/25,222035
2012/4/30,222218
2012/5/5,222754
2012/5/10,223599
2012/5/15,224557
2012/5/20,225554
2012/5/25,227525
2012/5/30,226434
2012/6/4,226800
2012/6/9,227311
2012/6/14,227829
2012/6/19,228390
2012/6/24,228341
2012/6/29,228817
2012/7/4,228280
2012/7/9,228350
2012/7/14,228677
2012/7/19,227800
2012/7/24,227851
2012/7/29,228165
2012/8/3,229027
2012/8/8,229168
2012/8/13,229642
2012/8/18,230164
2012/8/23,230340
2012/8/28,230173
2012/9/2,230684
2012/9/7,230990
2012/9/12,231010
2012/9/17,231980
2012/9/22,233330
2012/9/27,233667
2012/10/2,233889
2012/10/7,234228
2012/10/12,234665
2012/10/17,235326
