month,people
2011/1/1,293807
2011/1/6,293028
2011/1/11,293160
2011/1/16,293677
2011/1/21,293620
2011/1/26,294608
2011/1/31,296320
2011/2/5,298843
2011/2/10,300395
2011/2/15,301248
2011/2/20,301151
2011/2/25,301926
2011/3/2,301829
2011/3/7,301836
2011/3/12,302617
2011/3/17,302282
2011/3/22,301966
2011/3/27,303160
2011/4/1,304220
2011/4/6,306000
2011/4/11,307188
2011/4/16,308594
2011/4/21,310038
2011/4/26,311657
2011/5/1,312956
2011/5/6,312865
2011/5/11,313176
2011/5/16,313531
2011/5/21,313899
2011/5/26,314574
2011/5/31,316587
2011/6/5,318863
2011/6/10,320793
2011/6/15,322002
2011/6/20,323069
2011/6/25,323277
2011/6/30,323118
2011/7/5,321823
2011/7/10,323089
2011/7/15,323771
2011/7/20,324173
2011/7/25,324711
2011/7/30,326728
2011/8/4,328318
2011/8/9,330479
2011/8/14,331920
2011/8/19,332721
2011/8/24,333605
2011/8/29,333017
2011/9/3,331929
2011/9/8,332736
2011/9/13,332984
2011/9/18,333280
2011/9/23,333851
2011/9/28,335974
2011/10/3,338481
2011/10/8,340316
2011/10/13,340874
2011/10/18,342084
2011/10/23,341816
2011/10/28,342703
2011/11/2,341287
2011/11/7,340503
2011/11/12,341734
2011/11/17,342313
2011/11/22,342911
2011/11/27,344024
2011/12/2,346676
2011/12/7,349230
2011/12/12,349595
2011/12/17,350834
2011/12/22,351598
2011/12/27,351787
2012/1/1,351705
2012/1/6,352064
2012/1/11,352467
2012/1/16,352063
2012/1/21,352600
2012/1/26,355170
2012/1/31,359577
2012/2/5,361030
2012/2/10,362835
2012/2/15,363941
2012/2/20,363403
2012/2/25,364562
2012/3/1,363225
2012/3/6,363988
2012/3/11,364604
2012/3/16,364785
2012/3/21,365397
2012/3/26,366712
2012/3/31,370038
2012/4/5,371556
2012/4/10,373859
2012/4/15,374831
2012/4/20,375162
2012/4/25,376583
2012/4/30,375559
2012/5/5,376444
2012/5/10,375888
2012/5/15,377220
2012/5/20,377353
2012/5/25,379328
2012/5/30,383673
2012/6/4,386334
2012/6/9,388899
2012/6/14,389598
2012/6/19,390420
2012/6/24,388859
2012/6/29,389447
2012/7/4,390486
2012/7/9,390373
2012/7/14,389989
2012/7/19,390418
2012/7/24,391729
2012/7/29,395826
2012/8/3,398416
2012/8/8,400382
2012/8/13,401363
2012/8/18,401618
2012/8/23,402493
2012/8/28,401557
2012/9/2,402311
2012/9/7,402834
2012/9/12,401929
2012/9/17,399189
2012/9/22,400367
2012/9/27,404169
2012/10/2,406979
2012/10/7,409796
2012/10/12,410786
2012/10/17,410565
