month,people
2011/1/1,14223
2011/1/6,13983
2011/1/11,14038
2011/1/16,14039
2011/1/21,14129
2011/1/26,14008
2011/1/31,14056
2011/2/5,14495
2011/2/10,14293
2011/2/15,14301
2011/2/20,14539
2011/2/25,14067
2011/3/2,14059
2011/3/7,14382
2011/3/12,14534
2011/3/17,14898
2011/3/22,14800
2011/3/27,15008
2011/4/1,15236
2011/4/6,14961
2011/4/11,14941
2011/4/16,15170
2011/4/21,15091
2011/4/26,15342
2011/5/1,15615
2011/5/6,15646
2011/5/11,15615
2011/5/16,16003
2011/5/21,15960
2011/5/26,16204
2011/5/31,16377
2011/6/5,16773
2011/6/10,16728
2011/6/15,16779
2011/6/20,17073
2011/6/25,17107
2011/6/30,17246
2011/7/5,17571
2011/7/10,18128
2011/7/15,18346
2011/7/20,18678
2011/7/25,18724
2011/7/30,18768
2011/8/4,18833
2011/8/9,18643
2011/8/14,18793
2011/8/19,18946
2011/8/24,18958
2011/8/29,19160
2011/9/3,19036
2011/9/8,19616
2011/9/13,19561
2011/9/18,19588
2011/9/23,19896
2011/9/28,20306
2011/10/3,20445
2011/10/8,20554
2011/10/13,20866
2011/10/18,20854
2011/10/23,20789
2011/10/28,20779
2011/11/2,21123
2011/11/7,21201
2011/11/12,21172
2011/11/17,21191
2011/11/22,21259
2011/11/27,21573
2011/12/2,22028
2011/12/7,22549
2011/12/12,22816
2011/12/17,22891
2011/12/22,23505
2011/12/27,23559
2012/1/1,23582
2012/1/6,23649
2012/1/11,23864
2012/1/16,23986
2012/1/21,24135
2012/1/26,24505
2012/1/31,24000
2012/2/5,23636
2012/2/10,23696
2012/2/15,23854
2012/2/20,23838
2012/2/25,24264
2012/3/1,23830
2012/3/6,23659
2012/3/11,24025
2012/3/16,24307
2012/3/21,24741
2012/3/26,24971
2012/3/31,24553
2012/4/5,24776
2012/4/10,24903
2012/4/15,25083
2012/4/20,25133
2012/4/25,24933
2012/4/30,24713
2012/5/5,25016
2012/5/10,25397
2012/5/15,26055
2012/5/20,26044
2012/5/25,26545
2012/5/30,26428
2012/6/4,27174
2012/6/9,27206
2012/6/14,27461
2012/6/19,27340
2012/6/24,27147
2012/6/29,27397
2012/7/4,27888
2012/7/9,27879
2012/7/14,27524
2012/7/19,27304
2012/7/24,27873
2012/7/29,27865
2012/8/3,27516
2012/8/8,27993
2012/8/13,28021
2012/8/18,27795
2012/8/23,27670
2012/8/28,27573
2012/9/2,27748
2012/9/7,27698
2012/9/12,27562
2012/9/17,27537
2012/9/22,27826
2012/9/27,28048
2012/10/2,28499
2012/10/7,28651
2012/10/12,28803
2012/10/17,29070
