month,people
2011/1/1,151588
2011/1/6,150640
2011/1/11,152686
2011/1/16,153048
2011/1/21,153019
2011/1/26,154910
2011/1/31,156261
2011/2/5,157116
2011/2/10,157567
2011/2/15,157944
2011/2/20,157445
2011/2/25,158705
2011/3/2,157854
2011/3/7,157559
2011/3/12,158432
2011/3/17,158317
2011/3/22,157150
2011/3/27,156669
2011/4/1,158162
2011/4/6,158846
2011/4/11,158173
2011/4/16,158032
2011/4/21,156934
2011/4/26,158060
2011/5/1,157522
2011/5/6,156316
2011/5/11,156046
2011/5/16,156587
2011/5/21,155091
2011/5/26,157795
2011/5/31,158626
2011/6/5,159247
2011/6/10,158026
2011/6/15,158804
2011/6/20,159269
2011/6/25,157953
2011/6/30,156724
2011/7/5,155277
2011/7/10,156879
2011/7/15,157124
2011/7/20,156961
2011/7/25,156755
2011/7/30,157472
2011/8/4,156697
2011/8/9,158922
2011/8/14,160049
2011/8/19,161169
2011/8/24,160449
2011/8/29,159753
2011/9/3,158351
2011/9/8,158370
2011/9/13,159413
2011/9/18,160979
2011/9/23,161389
2011/9/28,162292
2011/10/3,160984
2011/10/8,162762
2011/10/13,162994
2011/10/18,163186
2011/10/23,163979
2011/10/28,162173
2011/11/2,161100
2011/11/7,162095
2011/11/12,161764
2011/11/17,161874
2011/11/22,161672
2011/11/27,162619
2011/12/2,162938
2011/12/7,162233
2011/12/12,162757
2011/12/17,163334
2011/12/22,163303
2011/12/27,163415
2012/1/1,163528
2012/1/6,164772
2012/1/11,165617
2012/1/16,164273
2012/1/21,164561
2012/1/26,164154
2012/1/31,164313
2012/2/5,165354
2012/2/10,165586
2012/2/15,165245
2012/2/20,165512
2012/2/25,164783
2012/3/1,165814
2012/3/6,166613
2012/3/11,164531
2012/3/16,165960
2012/3/21,166525
2012/3/26,166902
2012/3/31,165564
2012/4/5,165125
2012/4/10,166197
2012/4/15,166749
2012/4/20,165643
2012/4/25,165494
2012/4/30,164284
2012/5/5,165906
2012/5/10,165892
2012/5/15,165961
2012/5/20,167000
2012/5/25,168622
2012/5/30,168300
2012/6/4,168736
2012/6/9,168341
2012/6/14,168730
2012/6/19,168430
2012/6/24,167280
2012/6/29,167379
2012/7/4,166573
2012/7/9,166513
2012/7/14,167000
2012/7/19,167998
2012/7/24,168992
2012/7/29,168012
2012/8/3,169165
2012/8/8,169485
2012/8/13,170425
2012/8/18,170361
2012/8/23,169754
2012/8/28,168931
2012/9/2,170265
2012/9/7,170098
2012/9/12,168869
2012/9/17,163674
2012/9/22,164344
2012/9/27,165759
2012/10/2,165962
2012/10/7,169439
2012/10/12,168968
2012/10/17,168837
