month,people
2011/1/1,6878
2011/1/6,6792
2011/1/11,6778
2011/1/16,6811
2011/1/21,6819
2011/1/26,6796
2011/1/31,6921
2011/2/5,6860
2011/2/10,6989
2011/2/15,6907
2011/2/20,6834
2011/2/25,6731
2011/3/2,6602
2011/3/7,6432
2011/3/12,6421
2011/3/17,6396
2011/3/22,6431
2011/3/27,6491
2011/4/1,6470
2011/4/6,6471
2011/4/11,6470
2011/4/16,6543
2011/4/21,6388
2011/4/26,6465
2011/5/1,6409
2011/5/6,6428
2011/5/11,6498
2011/5/16,6725
2011/5/21,6757
2011/5/26,6693
2011/5/31,6797
2011/6/5,6853
2011/6/10,7012
2011/6/15,7079
2011/6/20,7109
2011/6/25,6882
2011/6/30,6841
2011/7/5,6844
2011/7/10,6931
2011/7/15,6992
2011/7/20,6992
2011/7/25,7051
2011/7/30,7168
2011/8/4,7316
2011/8/9,7193
2011/8/14,7244
2011/8/19,7220
2011/8/24,7242
2011/8/29,7248
2011/9/3,7265
2011/9/8,7330
2011/9/13,7275
2011/9/18,7331
2011/9/23,7311
2011/9/28,7410
2011/10/3,7266
2011/10/8,7298
2011/10/13,7355
2011/10/18,7375
2011/10/23,7387
2011/10/28,7337
2011/11/2,7296
2011/11/7,7336
2011/11/12,7298
2011/11/17,7302
2011/11/22,7108
2011/11/27,7192
2011/12/2,7211
2011/12/7,7327
2011/12/12,7313
2011/12/17,7248
2011/12/22,7256
2011/12/27,7276
2012/1/1,7266
2012/1/6,7365
2012/1/11,7437
2012/1/16,7332
2012/1/21,7337
2012/1/26,7451
2012/1/31,7426
2012/2/5,7479
2012/2/10,7478
2012/2/15,7459
2012/2/20,7470
2012/2/25,7467
2012/3/1,7448
2012/3/6,7521
2012/3/11,7531
2012/3/16,7566
2012/3/21,7516
2012/3/26,7653
2012/3/31,7640
2012/4/5,7516
2012/4/10,7515
2012/4/15,7516
2012/4/20,7551
2012/4/25,7570
2012/4/30,7551
2012/5/5,7509
2012/5/10,7482
2012/5/15,7581
2012/5/20,7549
2012/5/25,7657
2012/5/30,7663
2012/6/4,7589
2012/6/9,7572
2012/6/14,7561
2012/6/19,7591
2012/6/24,7595
2012/6/29,7650
2012/7/4,7660
2012/7/9,7653
2012/7/14,7651
2012/7/19,7647
2012/7/24,7684
2012/7/29,7677
2012/8/3,7739
2012/8/8,7711
2012/8/13,7668
2012/8/18,7762
2012/8/23,7820
2012/8/28,7756
2012/9/2,7744
2012/9/7,7712
2012/9/12,7722
2012/9/17,7633
2012/9/22,7724
2012/9/27,7781
2012/10/2,7962
2012/10/7,8023
2012/10/12,8088
2012/10/17,8065
