month,people
2011/1/1,42457
2011/1/6,42525
2011/1/11,42740
2011/1/16,43077
2011/1/21,43158
2011/1/26,43240
2011/1/31,43696
2011/2/5,43874
2011/2/10,44002
2011/2/15,44085
2011/2/20,44217
2011/2/25,44599
2011/3/2,44560
2011/3/7,44679
2011/3/12,44705
2011/3/17,44939
2011/3/22,44977
2011/3/27,44961
2011/4/1,45284
2011/4/6,45478
2011/4/11,45660
2011/4/16,45729
2011/4/21,45940
2011/4/26,46035
2011/5/1,46012
2011/5/6,46094
2011/5/11,46135
2011/5/16,46386
2011/5/21,46474
2011/5/26,46580
2011/5/31,46422
2011/6/5,46552
2011/6/10,46102
2011/6/15,46323
2011/6/20,46582
2011/6/25,46675
2011/6/30,46895
2011/7/5,46891
2011/7/10,47393
2011/7/15,47642
2011/7/20,47630
2011/7/25,47741
2011/7/30,47915
2011/8/4,47449
2011/8/9,47642
2011/8/14,47712
2011/8/19,47807
2011/8/24,48208
2011/8/29,48277
2011/9/3,49511
2011/9/8,49453
2011/9/13,49596
2011/9/18,49741
2011/9/23,49753
2011/9/28,49968
2011/10/3,50230
2011/10/8,50385
2011/10/13,50708
2011/10/18,50969
2011/10/23,51313
2011/10/28,51464
2011/11/2,51689
2011/11/7,51530
2011/11/12,51606
2011/11/17,51984
2011/11/22,52100
2011/11/27,52412
2011/12/2,52677
2011/12/7,52810
2011/12/12,52857
2011/12/17,52924
2011/12/22,52945
2011/12/27,52911
2012/1/1,52686
2012/1/6,52817
2012/1/11,52738
2012/1/16,52532
2012/1/21,52547
2012/1/26,52650
2012/1/31,52821
2012/2/5,52791
2012/2/10,52815
2012/2/15,53037
2012/2/20,52941
2012/2/25,52828
2012/3/1,52608
2012/3/6,52574
2012/3/11,52278
2012/3/16,52207
2012/3/21,52180
2012/3/26,52306
2012/3/31,52332
2012/4/5,52320
2012/4/10,52368
2012/4/15,52335
2012/4/20,52294
2012/4/25,51975
2012/4/30,51741
2012/5/5,51874
2012/5/10,51637
2012/5/15,51419
2012/5/20,51272
2012/5/25,51720
2012/5/30,51692
2012/6/4,51849
2012/6/9,51987
2012/6/14,52161
2012/6/19,52645
2012/6/24,51805
2012/6/29,51616
2012/7/4,51723
2012/7/9,51723
2012/7/14,51702
2012/7/19,51635
2012/7/24,51676
2012/7/29,51756
2012/8/3,51731
2012/8/8,51717
2012/8/13,51782
2012/8/18,51980
2012/8/23,51576
2012/8/28,51544
2012/9/2,51496
2012/9/7,51428
2012/9/12,51474
2012/9/17,50428
2012/9/22,50529
2012/9/27,50918
2012/10/2,50883
2012/10/7,51039
2012/10/12,51082
2012/10/17,51158
