month,people
2011/1/1,4342
2011/1/6,4346
2011/1/11,4321
2011/1/16,4323
2011/1/21,4307
2011/1/26,4297
2011/1/31,4156
2011/2/5,4183
2011/2/10,4184
2011/2/15,4178
2011/2/20,4194
2011/2/25,4184
2011/3/2,4176
2011/3/7,4160
2011/3/12,4158
2011/3/17,4147
2011/3/22,4143
2011/3/27,4138
2011/4/1,4136
2011/4/6,4152
2011/4/11,4153
2011/4/16,4150
2011/4/21,4136
2011/4/26,4133
2011/5/1,4130
2011/5/6,4111
2011/5/11,4089
2011/5/16,4087
2011/5/21,4074
2011/5/26,4085
2011/5/31,4093
2011/6/5,4119
2011/6/10,4125
2011/6/15,4128
2011/6/20,4136
2011/6/25,4135
2011/6/30,4130
2011/7/5,4116
2011/7/10,4118
2011/7/15,4105
2011/7/20,4091
2011/7/25,4088
2011/7/30,3867
2011/8/4,3874
2011/8/9,3892
2011/8/14,3883
2011/8/19,3887
2011/8/24,3900
2011/8/29,3907
2011/9/3,3909
2011/9/8,3904
2011/9/13,3882
2011/9/18,3883
2011/9/23,3896
2011/9/28,3894
2011/10/3,3906
2011/10/8,3898
2011/10/13,3902
2011/10/18,3909
2011/10/23,3906
2011/10/28,3931
2011/11/2,3927
2011/11/7,3921
2011/11/12,3901
2011/11/17,3892
2011/11/22,3873
2011/11/27,3894
2011/12/2,3915
2011/12/7,3910
2011/12/12,3904
2011/12/17,3900
2011/12/22,3900
2011/12/27,3907
2012/1/1,3917
2012/1/6,3902
2012/1/11,3882
2012/1/16,3873
2012/1/21,3873
2012/1/26,3872
2012/1/31,3898
2012/2/5,3913
2012/2/10,3913
2012/2/15,3919
2012/2/20,3919
2012/2/25,3918
2012/3/1,3905
2012/3/6,3916
2012/3/11,3915
2012/3/16,3914
2012/3/21,3899
2012/3/26,3904
2012/3/31,3899
2012/4/5,3914
2012/4/10,3936
2012/4/15,3942
2012/4/20,3937
2012/4/25,3935
2012/4/30,3929
2012/5/5,3913
2012/5/10,3928
2012/5/15,3921
2012/5/20,3909
2012/5/25,3922
2012/5/30,3945
2012/6/4,3959
2012/6/9,3983
2012/6/14,3977
2012/6/19,3978
2012/6/24,3971
2012/6/29,3978
2012/7/4,3970
2012/7/9,3964
2012/7/14,3973
2012/7/19,3966
2012/7/24,3969
2012/7/29,3965
2012/8/3,3977
2012/8/8,3980
2012/8/13,3975
2012/8/18,3978
2012/8/23,3975
2012/8/28,3967
2012/9/2,3968
2012/9/7,3956
2012/9/12,3944
2012/9/17,3938
2012/9/22,3919
2012/9/27,3912
2012/10/2,3910
2012/10/7,3928
2012/10/12,3946
2012/10/17,3940
