month,people
2011/1/1,23535
2011/1/6,23503
2011/1/11,23492
2011/1/16,23472
2011/1/21,23583
2011/1/26,23578
2011/1/31,23581
2011/2/5,23707
2011/2/10,23669
2011/2/15,24044
2011/2/20,24051
2011/2/25,24078
2011/3/2,24055
2011/3/7,23905
2011/3/12,23948
2011/3/17,23866
2011/3/22,23873
2011/3/27,23870
2011/4/1,23884
2011/4/6,23891
2011/4/11,23892
2011/4/16,23870
2011/4/21,24353
2011/4/26,24345
2011/5/1,24427
2011/5/6,24565
2011/5/11,24570
2011/5/16,24499
2011/5/21,24561
2011/5/26,24501
2011/5/31,24475
2011/6/5,24413
2011/6/10,24415
2011/6/15,24354
2011/6/20,24293
2011/6/25,24218
2011/6/30,24173
2011/7/5,24366
2011/7/10,24324
2011/7/15,24186
2011/7/20,24385
2011/7/25,24835
2011/7/30,24795
2011/8/4,24770
2011/8/9,24715
2011/8/14,24674
2011/8/19,24605
2011/8/24,24254
2011/8/29,25113
2011/9/3,25052
2011/9/8,24962
2011/9/13,25253
2011/9/18,25119
2011/9/23,25022
2011/9/28,25612
2011/10/3,25564
2011/10/8,25511
2011/10/13,25459
2011/10/18,25392
2011/10/23,25325
2011/10/28,25427
2011/11/2,25348
2011/11/7,25269
2011/11/12,25105
2011/11/17,25364
2011/11/22,25781
2011/11/27,25784
2011/12/2,26189
2011/12/7,26176
2011/12/12,26119
2011/12/17,26024
2011/12/22,25946
2011/12/27,25822
2012/1/1,25651
2012/1/6,25776
2012/1/11,25603
2012/1/16,25994
2012/1/21,26263
2012/1/26,26238
2012/1/31,26157
2012/2/5,26108
2012/2/10,26024
2012/2/15,25964
2012/2/20,25868
2012/2/25,25890
2012/3/1,25782
2012/3/6,25844
2012/3/11,25677
2012/3/16,26249
2012/3/21,26525
2012/3/26,26478
2012/3/31,26416
2012/4/5,26361
2012/4/10,26318
2012/4/15,26191
2012/4/20,26210
2012/4/25,26120
2012/4/30,26174
2012/5/5,26051
2012/5/10,26532
2012/5/15,26811
2012/5/20,26768
2012/5/25,26787
2012/5/30,26776
2012/6/4,26908
2012/6/9,26840
2012/6/14,26688
2012/6/19,27006
2012/6/24,26852
2012/6/29,26759
2012/7/4,26759
2012/7/9,26779
2012/7/14,27228
2012/7/19,27065
2012/7/24,27525
2012/7/29,27451
2012/8/3,27403
2012/8/8,27272
2012/8/13,27415
2012/8/18,27283
2012/8/23,27163
2012/8/28,26977
2012/9/2,26805
2012/9/7,26576
2012/9/12,27576
2012/9/17,27461
2012/9/22,27450
2012/9/27,27340
2012/10/2,27278
2012/10/7,27203
2012/10/12,27087
2012/10/17,27312
