month,people
2011/1/1,55077
2011/1/6,54806
2011/1/11,55328
2011/1/16,55471
2011/1/21,55660
2011/1/26,56100
2011/1/31,56709
2011/2/5,57322
2011/2/10,57377
2011/2/15,57618
2011/2/20,57644
2011/2/25,57710
2011/3/2,56747
2011/3/7,57376
2011/3/12,57764
2011/3/17,57621
2011/3/22,57954
2011/3/27,58422
2011/4/1,58705
2011/4/6,59457
2011/4/11,60096
2011/4/16,60465
2011/4/21,60584
2011/4/26,61053
2011/5/1,61117
2011/5/6,61197
2011/5/11,60845
2011/5/16,61104
2011/5/21,61386
2011/5/26,61602
2011/5/31,61954
2011/6/5,62849
2011/6/10,62623
2011/6/15,63118
2011/6/20,63076
2011/6/25,63473
2011/6/30,63573
2011/7/5,63348
2011/7/10,63813
2011/7/15,64303
2011/7/20,64313
2011/7/25,64340
2011/7/30,64819
2011/8/4,65404
2011/8/9,65476
2011/8/14,65358
2011/8/19,65213
2011/8/24,65492
2011/8/29,65700
2011/9/3,66107
2011/9/8,66286
2011/9/13,66891
2011/9/18,67340
2011/9/23,67855
2011/9/28,68517
2011/10/3,68614
2011/10/8,69229
2011/10/13,69476
2011/10/18,69689
2011/10/23,70538
2011/10/28,70486
2011/11/2,70266
2011/11/7,70426
2011/11/12,70966
2011/11/17,71147
2011/11/22,70636
2011/11/27,71494
2011/12/2,72360
2011/12/7,72943
2011/12/12,73724
2011/12/17,74278
2011/12/22,74789
2011/12/27,75037
2012/1/1,74835
2012/1/6,75342
2012/1/11,74806
2012/1/16,75175
2012/1/21,75392
2012/1/26,75603
2012/1/31,75975
2012/2/5,76328
2012/2/10,77175
2012/2/15,77701
2012/2/20,78099
2012/2/25,78433
2012/3/1,78314
2012/3/6,78111
2012/3/11,78315
2012/3/16,78701
2012/3/21,79041
2012/3/26,80259
2012/3/31,80445
2012/4/5,80062
2012/4/10,80263
2012/4/15,80667
2012/4/20,80483
2012/4/25,80233
2012/4/30,80047
2012/5/5,80407
2012/5/10,81432
2012/5/15,82085
2012/5/20,82248
2012/5/25,83212
2012/5/30,83844
2012/6/4,83447
2012/6/9,83413
2012/6/14,84536
2012/6/19,84915
2012/6/24,85153
2012/6/29,86127
2012/7/4,86959
2012/7/9,87093
2012/7/14,86513
2012/7/19,87623
2012/7/24,88451
2012/7/29,88681
2012/8/3,89117
2012/8/8,90007
2012/8/13,89721
2012/8/18,89612
2012/8/23,90322
2012/8/28,90237
2012/9/2,90220
2012/9/7,90764
2012/9/12,90719
2012/9/17,90903
2012/9/22,91084
2012/9/27,91422
2012/10/2,91323
2012/10/7,91112
2012/10/12,91756
2012/10/17,91980
