month,people
2011/1/1,4807
2011/1/6,4796
2011/1/11,4804
2011/1/16,4967
2011/1/21,4935
2011/1/26,4935
2011/1/31,4959
2011/2/5,4939
2011/2/10,4963
2011/2/15,4959
2011/2/20,4961
2011/2/25,4966
2011/3/2,4959
2011/3/7,4952
2011/3/12,5015
2011/3/17,5001
2011/3/22,5007
2011/3/27,5017
2011/4/1,5043
2011/4/6,5050
2011/4/11,5042
2011/4/16,5059
2011/4/21,5055
2011/4/26,5047
2011/5/1,5052
2011/5/6,5045
2011/5/11,5038
2011/5/16,5052
2011/5/21,5028
2011/5/26,5012
2011/5/31,5097
2011/6/5,5103
2011/6/10,5098
2011/6/15,5087
2011/6/20,5098
2011/6/25,5094
2011/6/30,5079
2011/7/5,5069
2011/7/10,5056
2011/7/15,5073
2011/7/20,5084
2011/7/25,5078
2011/7/30,5098
2011/8/4,5072
2011/8/9,5079
2011/8/14,5058
2011/8/19,5060
2011/8/24,5078
2011/8/29,5081
2011/9/3,5074
2011/9/8,5094
2011/9/13,5166
2011/9/18,5162
2011/9/23,5157
2011/9/28,5200
2011/10/3,5222
2011/10/8,5227
2011/10/13,5245
2011/10/18,5247
2011/10/23,5248
2011/10/28,5190
2011/11/2,5202
2011/11/7,5232
2011/11/12,5273
2011/11/17,5309
2011/11/22,5279
2011/11/27,5285
2011/12/2,5283
2011/12/7,5281
2011/12/12,5359
2011/12/17,5379
2011/12/22,5387
2011/12/27,5374
2012/1/1,5414
2012/1/6,5430
2012/1/11,5444
2012/1/16,5436
2012/1/21,5434
2012/1/26,5435
2012/1/31,5417
2012/2/5,5432
2012/2/10,5415
2012/2/15,5409
2012/2/20,5416
2012/2/25,5422
2012/3/1,5414
2012/3/6,5386
2012/3/11,5475
2012/3/16,5541
2012/3/21,5548
2012/3/26,5574
2012/3/31,5572
2012/4/5,5551
2012/4/10,5558
2012/4/15,5566
2012/4/20,5563
2012/4/25,5578
2012/4/30,5580
2012/5/5,5596
2012/5/10,5655
2012/5/15,5679
2012/5/20,5702
2012/5/25,5692
2012/5/30,5684
2012/6/4,5689
2012/6/9,5705
2012/6/14,5688
2012/6/19,5694
2012/6/24,5712
2012/6/29,5695
2012/7/4,5704
2012/7/9,5698
2012/7/14,5776
2012/7/19,5849
2012/7/24,5843
2012/7/29,5862
2012/8/3,5888
2012/8/8,5873
2012/8/13,5861
2012/8/18,5858
2012/8/23,5870
2012/8/28,5859
2012/9/2,5868
2012/9/7,5955
2012/9/12,6000
2012/9/17,6014
2012/9/22,6018
2012/9/27,6023
2012/10/2,6043
2012/10/7,6054
2012/10/12,6058
2012/10/17,6069
