month,people
2011/1/1,976054
2011/1/6,973411
2011/1/11,976133
2011/1/16,978150
2011/1/21,982067
2011/1/26,984464
2011/1/31,988193
2011/2/5,992929
2011/2/10,993021
2011/2/15,995962
2011/2/20,1001319
2011/2/25,1002004
2011/3/2,1000803
2011/3/7,1003197
2011/3/12,1002947
2011/3/17,1002966
2011/3/22,1006699
2011/3/27,1004152
2011/4/1,1006867
2011/4/6,1008085
2011/4/11,1008577
2011/4/16,1008604
2011/4/21,1007792
2011/4/26,1008192
2011/5/1,1006182
2011/5/6,1003031
2011/5/11,1005859
2011/5/16,1005291
2011/5/21,1006887
2011/5/26,1006674
2011/5/31,1008059
2011/6/5,1011600
2011/6/10,1014373
2011/6/15,1015173
2011/6/20,1017761
2011/6/25,1020427
2011/6/30,1021035
2011/7/5,1023019
2011/7/10,1025792
2011/7/15,1025765
2011/7/20,1028968
2011/7/25,1027359
2011/7/30,1029890
2011/8/4,1032302
2011/8/9,1032925
2011/8/14,1033568
2011/8/19,1035188
2011/8/24,1034287
2011/8/29,1036491
2011/9/3,1036219
2011/9/8,1038389
2011/9/13,1041214
2011/9/18,1045278
2011/9/23,1041598
2011/9/28,1042498
2011/10/3,1041987
2011/10/8,1039059
2011/10/13,1038664
2011/10/18,1040376
2011/10/23,1040094
2011/10/28,1038327
2011/11/2,1035829
2011/11/7,1038185
2011/11/12,1038339
2011/11/17,1037030
2011/11/22,1037476
2011/11/27,1039173
2011/12/2,1043445
2011/12/7,1040624
2011/12/12,1041367
2011/12/17,1043336
2011/12/22,1044205
2011/12/27,1042492
2012/1/1,1041890
2012/1/6,1044697
2012/1/11,1046395
2012/1/16,1047356
2012/1/21,1048884
2012/1/26,1054266
2012/1/31,1052907
2012/2/5,1052941
2012/2/10,1056539
2012/2/15,1058166
2012/2/20,1059570
2012/2/25,1060417
2012/3/1,1058064
2012/3/6,1058100
2012/3/11,1058516
2012/3/16,1058241
2012/3/21,1058951
2012/3/26,1062601
2012/3/31,1062101
2012/4/5,1062191
2012/4/10,1064951
2012/4/15,1066822
2012/4/20,1068357
2012/4/25,1066957
2012/4/30,1065567
2012/5/5,1068166
2012/5/10,1067751
2012/5/15,1067790
2012/5/20,1065627
2012/5/25,1069472
2012/5/30,1068511
2012/6/4,1067208
2012/6/9,1066597
2012/6/14,1068194
2012/6/19,1070321
2012/6/24,1067954
2012/6/29,1069408
2012/7/4,1068567
2012/7/9,1066227
2012/7/14,1065309
2012/7/19,1065372
2012/7/24,1068619
2012/7/29,1069230
2012/8/3,1069912
2012/8/8,1070577
2012/8/13,1071224
2012/8/18,1070544
2012/8/23,1073430
2012/8/28,1071061
2012/9/2,1071970
2012/9/7,1072270
2012/9/12,1068287
2012/9/17,1065628
2012/9/22,1066663
2012/9/27,1066649
2012/10/2,1067640
2012/10/7,1066931
2012/10/12,1068110
2012/10/17,1070392
