month,people
2011/1/1,5666
2011/1/6,5485
2011/1/11,5445
2011/1/16,5359
2011/1/21,5490
2011/1/26,5503
2011/1/31,5536
2011/2/5,5445
2011/2/10,5420
2011/2/15,5406
2011/2/20,5385
2011/2/25,5383
2011/3/2,5426
2011/3/7,5466
2011/3/12,5543
2011/3/17,5555
2011/3/22,5568
2011/3/27,5580
2011/4/1,5551
2011/4/6,5714
2011/4/11,5710
2011/4/16,5712
2011/4/21,5631
2011/4/26,5632
2011/5/1,5699
2011/5/6,5752
2011/5/11,5846
2011/5/16,5989
2011/5/21,5908
2011/5/26,6124
2011/5/31,6224
2011/6/5,6374
2011/6/10,6443
2011/6/15,6620
2011/6/20,6713
2011/6/25,6846
2011/6/30,6711
2011/7/5,6854
2011/7/10,6820
2011/7/15,6800
2011/7/20,6742
2011/7/25,6715
2011/7/30,6685
2011/8/4,6747
2011/8/9,6768
2011/8/14,6861
2011/8/19,6915
2011/8/24,6978
2011/8/29,6954
2011/9/3,6874
2011/9/8,6907
2011/9/13,6961
2011/9/18,7111
2011/9/23,7095
2011/9/28,7233
2011/10/3,7341
2011/10/8,7366
2011/10/13,7422
2011/10/18,7327
2011/10/23,7464
2011/10/28,7463
2011/11/2,7482
2011/11/7,7507
2011/11/12,7568
2011/11/17,7575
2011/11/22,7724
2011/11/27,7929
2011/12/2,7915
2011/12/7,7964
2011/12/12,8095
2011/12/17,8299
2011/12/22,8464
2011/12/27,8486
2012/1/1,8273
2012/1/6,8345
2012/1/11,8278
2012/1/16,8364
2012/1/21,8306
2012/1/26,8415
2012/1/31,8573
2012/2/5,8539
2012/2/10,8537
2012/2/15,8578
2012/2/20,8599
2012/2/25,8870
2012/3/1,9010
2012/3/6,8838
2012/3/11,8738
2012/3/16,8630
2012/3/21,8651
2012/3/26,8666
2012/3/31,8544
2012/4/5,8777
2012/4/10,8827
2012/4/15,8901
2012/4/20,8980
2012/4/25,8891
2012/4/30,8719
2012/5/5,8813
2012/5/10,8818
2012/5/15,8684
2012/5/20,8525
2012/5/25,8622
2012/5/30,8690
2012/6/4,8726
2012/6/9,8731
2012/6/14,8748
2012/6/19,8773
2012/6/24,8553
2012/6/29,8543
2012/7/4,8491
2012/7/9,8503
2012/7/14,8489
2012/7/19,8626
2012/7/24,8672
2012/7/29,8591
2012/8/3,8599
2012/8/8,8857
2012/8/13,8798
2012/8/18,8821
2012/8/23,8910
2012/8/28,8940
2012/9/2,8882
2012/9/7,8830
2012/9/12,8797
2012/9/17,8618
2012/9/22,8651
2012/9/27,8574
2012/10/2,8595
2012/10/7,8652
2012/10/12,8582
2012/10/17,8598
