month,people
2011/1/1,106154
2011/1/6,104509
2011/1/11,105289
2011/1/16,107508
2011/1/21,109351
2011/1/26,110168
2011/1/31,111431
2011/2/5,111695
2011/2/10,111577
2011/2/15,110279
2011/2/20,111343
2011/2/25,110587
2011/3/2,108034
2011/3/7,107641
2011/3/12,109064
2011/3/17,110529
2011/3/22,112621
2011/3/27,110832
2011/4/1,111123
2011/4/6,109891
2011/4/11,108438
2011/4/16,108505
2011/4/21,109944
2011/4/26,109123
2011/5/1,109424
2011/5/6,109352
2011/5/11,110071
2011/5/16,110723
2011/5/21,109507
2011/5/26,108884
2011/5/31,110688
2011/6/5,111555
2011/6/10,110047
2011/6/15,110975
2011/6/20,111392
2011/6/25,110188
2011/6/30,111306
2011/7/5,110333
2011/7/10,111382
2011/7/15,113864
2011/7/20,113542
2011/7/25,114569
2011/7/30,115484
2011/8/4,117108
2011/8/9,115622
2011/8/14,116218
2011/8/19,117129
2011/8/24,116165
2011/8/29,116554
2011/9/3,114387
2011/9/8,115546
2011/9/13,115538
2011/9/18,116196
2011/9/23,116279
2011/9/28,118182
2011/10/3,117768
2011/10/8,116512
2011/10/13,117291
2011/10/18,116625
2011/10/23,117788
2011/10/28,118218
2011/11/2,118055
2011/11/7,116566
2011/11/12,118135
2011/11/17,117395
2011/11/22,118170
2011/11/27,120402
2011/12/2,120704
2011/12/7,119351
2011/12/12,119586
2011/12/17,120148
2011/12/22,120111
2011/12/27,120337
2012/1/1,121758
2012/1/6,122011
2012/1/11,122804
2012/1/16,122953
2012/1/21,124152
2012/1/26,125406
2012/1/31,125040
2012/2/5,125469
2012/2/10,124728
2012/2/15,125362
2012/2/20,124746
2012/2/25,124040
2012/3/1,122484
2012/3/6,123602
2012/3/11,124576
2012/3/16,123837
2012/3/21,125357
2012/3/26,127590
2012/3/31,130027
2012/4/5,128504
2012/4/10,129501
2012/4/15,131533
2012/4/20,130650
2012/4/25,130841
2012/4/30,129519
2012/5/5,129252
2012/5/10,130083
2012/5/15,131360
2012/5/20,130057
2012/5/25,132311
2012/5/30,131604
2012/6/4,132256
2012/6/9,131234
2012/6/14,131564
2012/6/19,128935
2012/6/24,122527
2012/6/29,124583
2012/7/4,124392
2012/7/9,125533
2012/7/14,126175
2012/7/19,127222
2012/7/24,128951
2012/7/29,128326
2012/8/3,128491
2012/8/8,129390
2012/8/13,130208
2012/8/18,128573
2012/8/23,129690
2012/8/28,129223
2012/9/2,128933
2012/9/7,129055
2012/9/12,127702
2012/9/17,124964
2012/9/22,127349
2012/9/27,127958
2012/10/2,129439
2012/10/7,132909
2012/10/12,131949
2012/10/17,131627
