month,people
2011/1/1,3658
2011/1/6,3654
2011/1/11,3345
2011/1/16,3347
2011/1/21,3344
2011/1/26,3340
2011/1/31,3261
2011/2/5,3258
2011/2/10,3291
2011/2/15,3299
2011/2/20,3252
2011/2/25,3304
2011/3/2,3446
2011/3/7,3565
2011/3/12,3123
2011/3/17,3049
2011/3/22,2940
2011/3/27,2963
2011/4/1,2868
2011/4/6,2894
2011/4/11,2914
2011/4/16,2909
2011/4/21,2912
2011/4/26,2911
2011/5/1,2906
2011/5/6,2900
2011/5/11,2883
2011/5/16,2872
2011/5/21,2873
2011/5/26,2866
2011/5/31,2848
2011/6/5,2854
2011/6/10,2851
2011/6/15,2844
2011/6/20,2845
2011/6/25,2626
2011/6/30,2643
2011/7/5,2668
2011/7/10,2658
2011/7/15,2645
2011/7/20,2642
2011/7/25,2636
2011/7/30,2693
2011/8/4,2683
2011/8/9,2682
2011/8/14,2667
2011/8/19,2661
2011/8/24,2662
2011/8/29,2642
2011/9/3,2643
2011/9/8,2646
2011/9/13,2664
2011/9/18,2674
2011/9/23,2701
2011/9/28,2683
2011/10/3,2752
2011/10/8,2774
2011/10/13,2501
2011/10/18,2514
2011/10/23,2513
2011/10/28,2496
2011/11/2,2488
2011/11/7,2475
2011/11/12,2488
2011/11/17,2512
2011/11/22,2525
2011/11/27,2536
2011/12/2,2543
2011/12/7,2544
2011/12/12,2544
2011/12/17,2549
2011/12/22,2557
2011/12/27,2523
2012/1/1,2513
2012/1/6,2503
2012/1/11,2507
2012/1/16,2514
2012/1/21,2506
2012/1/26,2489
2012/1/31,2493
2012/2/5,2488
2012/2/10,2488
2012/2/15,2488
2012/2/20,2566
2012/2/25,2548
2012/3/1,2547
2012/3/6,2540
2012/3/11,2525
2012/3/16,2530
2012/3/21,2520
2012/3/26,2494
2012/3/31,2592
2012/4/5,2601
2012/4/10,2604
2012/4/15,2598
2012/4/20,2592
2012/4/25,2564
2012/4/30,2563
2012/5/5,2543
2012/5/10,2536
2012/5/15,2526
2012/5/20,2473
2012/5/25,2505
2012/5/30,2616
2012/6/4,2605
2012/6/9,2598
2012/6/14,2589
2012/6/19,2593
2012/6/24,2574
2012/6/29,2568
2012/7/4,2559
2012/7/9,2548
2012/7/14,2546
2012/7/19,2629
2012/7/24,2660
2012/7/29,2678
2012/8/3,2777
2012/8/8,2668
2012/8/13,2673
2012/8/18,2676
2012/8/23,2620
2012/8/28,2612
2012/9/2,2610
2012/9/7,2608
2012/9/12,2620
2012/9/17,2660
2012/9/22,2640
2012/9/27,2652
2012/10/2,2644
2012/10/7,2653
2012/10/12,2646
2012/10/17,2646
